region,date,type,median,lower_90,upper_90,lower_50,upper_50,prob_control
Connecticut,2020-03-13,nowcast,1.8,1.5,2.2,1.7,2,0
Connecticut,2020-03-14,nowcast,1.8,1.5,2.2,1.6,1.9,0
Connecticut,2020-03-15,nowcast,1.8,1.4,2.2,1.6,1.9,0
Connecticut,2020-03-16,nowcast,1.7,1.4,2.1,1.6,1.9,0
Connecticut,2020-03-17,nowcast,1.7,1.4,2.1,1.6,1.8,0
Connecticut,2020-03-18,nowcast,1.7,1.4,2,1.5,1.8,0
Connecticut,2020-03-19,nowcast,1.6,1.4,1.9,1.5,1.7,0
Connecticut,2020-03-20,nowcast,1.6,1.4,1.9,1.5,1.7,0
Connecticut,2020-03-21,nowcast,1.6,1.3,1.8,1.5,1.7,0
Connecticut,2020-03-22,nowcast,1.5,1.3,1.8,1.4,1.6,0
Connecticut,2020-03-23,nowcast,1.5,1.3,1.7,1.4,1.6,0
Connecticut,2020-03-24,nowcast,1.4,1.3,1.7,1.4,1.5,0
Connecticut,2020-03-25,nowcast,1.4,1.2,1.6,1.3,1.5,0
Connecticut,2020-03-26,nowcast,1.4,1.2,1.5,1.3,1.4,0
Connecticut,2020-03-27,nowcast,1.3,1.2,1.5,1.3,1.4,0
Connecticut,2020-03-28,nowcast,1.3,1.2,1.4,1.2,1.4,0
Connecticut,2020-03-29,nowcast,1.3,1.2,1.4,1.2,1.3,0
Connecticut,2020-03-30,nowcast,1.2,1.1,1.4,1.2,1.3,0
Connecticut,2020-03-31,nowcast,1.2,1.1,1.3,1.2,1.3,0
Connecticut,2020-04-01,nowcast,1.2,1.1,1.3,1.2,1.2,0
Connecticut,2020-04-02,nowcast,1.2,1.1,1.3,1.1,1.2,0
Connecticut,2020-04-03,nowcast,1.2,1.1,1.2,1.1,1.2,0
Connecticut,2020-04-04,nowcast,1.1,1,1.2,1.1,1.2,0.01
Connecticut,2020-04-05,nowcast,1.1,1,1.2,1.1,1.1,0.02
Connecticut,2020-04-06,nowcast,1.1,1,1.1,1,1.1,0.07
Connecticut,2020-04-07,nowcast,1,1,1.1,1,1.1,0.12
Connecticut,2020-04-08,nowcast,1,1,1.1,1,1.1,0.15
Connecticut,2020-04-09,nowcast,1,1,1.1,1,1.1,0.18
Connecticut,2020-04-10,nowcast,1,1,1.1,1,1,0.2
Connecticut,2020-04-11,nowcast,1,1,1.1,1,1,0.23
Connecticut,2020-04-12,nowcast,1,1,1.1,1,1,0.29
Connecticut,2020-04-13,nowcast,1,1,1.1,1,1,0.35
Connecticut,2020-04-14,nowcast,1,1,1.1,1,1,0.43
Connecticut,2020-04-15,nowcast,1,0.9,1,1,1,0.6
Connecticut,2020-04-16,nowcast,1,0.9,1,1,1,0.75
Connecticut,2020-04-17,nowcast,1,0.9,1,0.9,1,0.9
Connecticut,2020-04-18,nowcast,0.9,0.9,1,0.9,0.9,0.99
